"","year","country","number_of_attacks","eventsLT1hr","success","suicide_attack","confirmed_fatalities","confirmed_us_fatal","nkillter","nwound","nwoundus","nwoundte","involved_property","ransom","atktrg_gov","atktrg_diplom","atktrg_relig","atktrg_air","atktrg_military","atktrg_buss","atktrg_priv","with_explosives","with_sabotage","with_firearm"
"2734",2006,"Spain",23,0,23,0,2,0,0,24,0,0,21,0,8,0,0,0,2,7,1,18,0,0
"2735",2006,"Sri Lanka",217,6,208,9,1012,0,33,1262,0,0,60,0,24,2,2,0,40,12,63,113,0,86
"2736",2006,"Sudan",24,1,24,0,484,0,0,153,0,0,11,0,2,0,0,0,2,1,17,0,0,20
"2737",2006,"Swaziland",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2738",2006,"Sweden",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2739",2006,"Syria",1,0,1,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2740",2006,"Thailand",202,1,201,0,194,0,5,413,0,0,53,1,30,0,1,0,12,14,80,59,0,124
"2741",2006,"Turkey",43,0,42,2,46,0,2,316,0,1,22,0,6,1,0,0,7,7,4,32,0,8
"2742",2006,"United Kingdom",6,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,3,0,0
"2743",2006,"United States",6,0,4,0,1,1,0,14,0,0,2,0,0,0,0,0,0,2,3,1,0,1
"2744",2006,"West Bank and Gaza Strip",35,5,33,2,20,0,1,19,0,0,10,0,6,3,0,0,4,3,9,13,0,19
"2745",2006,"Yemen",5,1,5,1,14,0,6,9,0,0,1,0,1,0,1,0,0,1,1,3,0,2
"2746",2006,"Zimbabwe",1,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2747",2007,"Afghanistan",341,18,336,76,1199,10,261,1152,7,43,79,4,37,5,5,0,30,25,49,186,0,120
"2748",2007,"Algeria",124,1,102,5,241,0,28,697,0,6,41,0,8,2,0,1,28,7,17,93,0,25
"2749",2007,"Armenia",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"2750",2007,"Austria",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2751",2007,"Azerbaijan",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2752",2007,"Bangladesh",9,0,7,0,1,0,0,10,0,0,2,0,1,0,0,0,0,0,2,6,0,2
"2753",2007,"Belgium",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2754",2007,"Benin",1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2755",2007,"Bolivia",3,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,2,0,1
"2756",2007,"Bosnia and Herzegovina",2,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0
"2757",2007,"Burundi",3,1,3,0,3,0,0,2,0,0,2,0,1,0,0,0,0,0,2,0,0,2
"2758",2007,"Cameroon",1,0,1,0,31,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2759",2007,"Central African Republic",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2760",2007,"Chad",7,1,6,0,136,0,0,138,0,0,2,0,0,0,0,1,2,0,4,0,0,5
"2761",2007,"Chile",8,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,1,7,0,0
"2762",2007,"Colombia",30,3,29,0,64,0,0,103,0,0,8,0,7,0,0,0,3,3,7,19,1,9
"2763",2007,"Congo (Republic of the)",11,1,11,0,72,0,0,53,0,0,2,0,0,0,0,0,3,0,6,0,0,9
"2764",2007,"Cote d'Ivoire",1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2765",2007,"Cuba",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2766",2007,"Cyprus",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"2767",2007,"East Timor",2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"2768",2007,"Eritrea",2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
"2769",2007,"Ethiopia",5,2,5,0,204,0,0,52,0,0,3,0,0,2,0,0,1,0,1,3,0,2
"2770",2007,"Finland",1,0,1,1,9,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2771",2007,"France",16,1,14,0,3,0,0,8,0,0,11,0,5,0,1,0,0,2,5,12,0,3
"2772",2007,"Germany",3,0,3,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1
"2773",2007,"Greece",15,0,15,0,0,0,0,3,0,0,7,0,2,1,0,0,0,9,0,11,0,1
"2774",2007,"Haiti",2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"2775",2007,"India",149,7,147,3,626,0,13,1187,0,0,45,1,17,0,2,0,9,10,59,87,0,53
"2776",2007,"Indonesia",2,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
"2777",2007,"Iran",9,0,9,1,24,0,2,5,0,2,3,0,0,0,2,0,1,0,1,3,0,4
"2778",2007,"Iraq",1047,37,1038,208,6667,16,359,13283,9,17,267,2,79,13,50,1,61,52,404,728,0,300
"2779",2007,"Ireland",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2780",2007,"Israel",53,0,50,1,17,0,12,27,0,0,16,0,0,1,0,0,8,2,39,48,0,4
"2781",2007,"Jamaica",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2782",2007,"Kenya",12,1,12,1,33,0,1,48,0,0,3,0,1,0,1,0,0,1,5,1,0,5
"2783",2007,"Kosovo",5,0,4,0,1,0,0,0,0,0,3,0,2,0,0,0,0,1,0,4,0,1
"2784",2007,"Kyrgyzstan",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785",2007,"Latvia",1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"2786",2007,"Lebanon",18,0,17,1,40,0,1,148,0,3,10,0,2,2,0,0,4,1,6,16,0,2
"2787",2007,"Libya",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2788",2007,"Macedonia",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2789",2007,"Maldives",1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2790",2007,"Mali",5,1,5,0,20,0,8,0,0,0,4,0,0,0,0,0,3,0,1,1,0,4
"2791",2007,"Mexico",10,0,10,0,25,0,0,6,0,0,3,0,2,0,0,0,0,0,0,1,1,8
"2792",2007,"Morocco",7,0,7,6,13,0,12,29,0,0,3,0,0,0,0,0,0,2,0,6,0,0
"2793",2007,"Mozambique",1,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2794",2007,"Myanmar (Burma)",3,0,3,0,10,0,0,5,0,0,1,0,0,0,0,0,0,0,2,3,0,0
"2795",2007,"Nepal",90,12,86,0,44,0,7,59,0,0,18,1,18,0,0,0,1,5,43,15,0,29
"2796",2007,"Niger",7,2,7,0,66,0,0,52,0,0,4,0,0,0,0,0,4,1,0,1,0,4
"2797",2007,"Nigeria",61,24,57,0,82,0,16,40,0,0,13,8,5,1,1,0,3,19,15,6,1,43
"2798",2007,"Pakistan",260,15,255,58,1406,1,126,2343,9,19,112,2,27,1,9,1,66,28,43,182,0,65
"2799",2007,"Papua New Guinea",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2800",2007,"Peru",4,0,4,0,18,0,0,52,0,0,1,0,0,0,0,0,0,0,2,1,0,3
"2801",2007,"Philippines",65,6,61,0,115,0,6,404,0,0,17,1,18,1,1,0,6,7,13,31,0,32
"2802",2007,"Republic of Montenegro",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"2803",2007,"Russia",51,0,49,2,55,0,2,140,60,0,14,0,4,0,1,0,6,3,4,15,0,33
"2804",2007,"Saudi Arabia",1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2805",2007,"Senegal",1,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2806",2007,"Somalia",156,5,151,3,408,0,23,554,0,2,41,1,31,3,0,4,42,5,23,98,0,57
"2807",2007,"South Africa",2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"2808",2007,"Spain",11,0,10,0,0,0,0,5,0,0,6,0,4,0,0,0,0,1,3,8,0,1
"2809",2007,"Sri Lanka",132,3,120,6,410,0,99,561,0,0,40,0,7,1,3,0,28,3,30,86,0,40
"2810",2007,"Sudan",23,2,23,0,317,0,6,111,0,0,7,0,0,4,0,1,2,1,13,2,0,17
"2811",2007,"Switzerland",2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"2812",2007,"Tajikistan",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2813",2007,"Thailand",293,0,282,0,264,0,3,647,1,5,78,0,17,0,6,0,27,38,119,114,6,134
"2814",2007,"Tunisia",1,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2815",2007,"Turkey",29,1,27,0,25,0,4,122,0,2,9,0,2,0,0,1,7,1,9,17,1,7
"2816",2007,"Uganda",1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2817",2007,"Ukraine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2818",2007,"United Kingdom",20,0,15,1,4,0,1,13,0,1,7,0,4,0,1,1,0,2,5,14,0,2
"2819",2007,"United States",8,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,2,1,0
"2820",2007,"Venezuela",2,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"2821",2007,"West Bank and Gaza Strip",88,7,79,0,112,0,12,351,0,15,17,0,21,2,1,0,9,5,21,28,0,53
"2822",2007,"Yemen",7,0,7,1,24,0,1,46,0,5,3,0,1,0,1,0,0,0,1,3,0,2
"2823",2007,"Zimbabwe",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2824",2008,"Afghanistan",414,46,385,57,1092,16,105,1331,7,7,174,6,97,6,7,5,41,36,84,204,1,124
"2825",2008,"Algeria",107,5,95,11,249,0,18,328,0,4,35,0,6,0,1,0,38,5,21,74,0,21
"2826",2008,"Australia",3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
"2827",2008,"Austria",7,0,7,0,0,0,0,0,0,0,5,0,1,2,0,0,0,4,0,0,0,0
"2828",2008,"Azerbaijan",2,0,2,0,5,0,0,13,0,0,2,0,0,0,1,0,0,0,0,2,0,0
"2829",2008,"Bahrain",1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2830",2008,"Bangladesh",19,1,17,0,9,0,6,48,0,2,4,0,1,0,0,0,0,4,5,10,0,3
"2831",2008,"Belarus",1,0,1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2832",2008,"Bhutan",3,0,3,0,5,0,0,3,0,0,2,0,1,0,0,0,0,0,1,3,0,0
"2833",2008,"Bosnia and Herzegovina",4,0,4,0,2,0,0,10,0,0,4,0,0,0,1,0,0,0,3,3,0,0
"2834",2008,"Bulgaria",2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0
"2835",2008,"Burundi",7,0,6,0,28,0,20,46,0,0,2,0,0,1,1,0,2,0,2,3,0,3
"2836",2008,"Cambodia",2,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2837",2008,"Cameroon",1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2838",2008,"Canada",5,0,5,0,0,0,0,9,0,0,3,0,0,0,0,0,0,1,1,3,0,0
"2839",2008,"Central African Republic",2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"2840",2008,"Chad",8,1,7,0,172,0,0,1011,0,0,2,0,1,1,0,0,0,0,4,2,0,4
"2841",2008,"Chile",4,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,4,0,0
"2842",2008,"China",20,0,17,2,39,1,4,150,1,2,9,1,2,0,0,0,0,3,3,16,0,0
"2843",2008,"Colombia",133,8,115,0,85,0,11,238,0,1,72,1,15,2,1,0,5,26,34,87,0,18
"2844",2008,"Congo (Republic of the)",20,1,19,0,319,0,29,26,0,0,5,0,0,2,1,0,0,0,15,3,0,11
"2845",2008,"Croatia",2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0
"2846",2008,"Czech Republic",2,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"2847",2008,"Denmark",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2848",2008,"East Timor",1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2849",2008,"Ecuador",2,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"2850",2008,"Egypt",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2851",2008,"Eritrea",2,0,2,0,4,0,0,10,0,0,1,0,0,0,0,0,2,0,0,1,0,0
"2852",2008,"Ethiopia",8,0,8,0,27,1,0,82,0,0,4,0,1,0,0,0,1,3,1,6,0,0
"2853",2008,"Finland",1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2854",2008,"France",13,0,7,0,0,0,0,1,0,0,7,0,0,0,1,0,0,8,2,10,0,0
"2855",2008,"Georgia",33,4,30,0,13,0,0,62,0,0,15,0,4,1,0,1,2,2,5,23,0,8
"2856",2008,"Germany",3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2857",2008,"Greece",53,0,48,0,0,0,0,3,0,0,50,1,7,7,0,0,1,31,2,12,0,1
"2858",2008,"Guyana",3,0,3,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"2859",2008,"Hong Kong",1,0,1,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2860",2008,"Hungary",2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"2861",2008,"India",534,38,456,6,824,6,93,1759,22,6,150,3,84,0,7,0,11,50,201,263,1,181
"2862",2008,"Indonesia",13,0,9,0,0,0,0,0,0,0,8,0,4,0,0,0,0,1,3,13,0,0
"2863",2008,"Iran",8,0,8,1,26,0,1,220,0,0,2,0,0,1,2,0,1,0,1,3,0,1
"2864",2008,"Iraq",1106,23,1054,106,2864,31,184,6709,25,3,451,0,169,9,28,4,43,96,472,869,0,213
"2865",2008,"Ireland",5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0
"2866",2008,"Israel",134,0,121,3,34,0,9,240,0,0,41,0,1,0,1,0,13,4,107,124,0,7
"2867",2008,"Italy",2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2868",2008,"Japan",3,0,3,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,2,0,0
"2869",2008,"Kazakhstan",1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2870",2008,"Kenya",11,1,10,0,103,0,0,3,0,0,5,0,1,1,2,0,0,0,4,1,0,7
"2871",2008,"Kosovo",11,0,9,0,0,0,0,5,0,1,7,0,0,5,0,0,0,1,2,9,0,2
"2872",2008,"Lebanon",58,4,52,1,142,0,7,490,0,2,23,0,9,5,3,0,4,1,18,32,0,20
"2873",2008,"Liberia",1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2874",2008,"Libya",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2875",2008,"Macedonia",9,0,9,0,2,0,0,11,0,0,7,0,5,0,0,0,0,1,1,3,0,4
"2876",2008,"Malaysia",2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"2877",2008,"Maldives",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2878",2008,"Mali",9,2,8,0,55,0,17,53,0,25,1,0,0,0,0,0,8,0,1,3,0,5
"2879",2008,"Mauritania",2,1,1,0,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"2880",2008,"Mexico",8,2,7,1,21,0,2,104,0,0,0,0,1,1,0,0,0,0,1,4,0,3
"2881",2008,"Myanmar (Burma)",20,1,19,0,14,0,0,33,0,0,16,0,2,0,0,0,0,3,4,19,0,0
"2882",2008,"Nepal",120,7,116,0,50,0,2,326,0,6,28,0,39,1,4,1,0,10,36,65,0,25
"2883",2008,"Netherlands",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2884",2008,"New Zealand",5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0
"2885",2008,"Niger",9,5,9,0,6,0,0,6,0,0,2,0,2,2,0,0,0,1,2,1,0,3
"2886",2008,"Nigeria",76,22,72,0,72,0,20,28,0,0,25,7,14,0,0,0,3,18,14,18,1,43
"2887",2008,"Pakistan",568,55,551,37,1184,1,115,1901,4,3,261,3,58,6,20,3,28,58,204,301,0,150
"2888",2008,"Peru",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2889",2008,"Philippines",276,25,238,1,220,1,29,388,0,7,101,3,30,0,6,2,12,38,84,107,0,104
"2890",2008,"Republic of Serbia",4,0,4,0,2,0,1,0,0,0,4,0,0,2,0,0,0,0,1,2,0,2
"2891",2008,"Romania",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2892",2008,"Russia",170,2,135,1,95,0,6,233,0,0,68,0,38,1,4,0,2,17,42,91,0,68
"2893",2008,"Rwanda",1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2894",2008,"Senegal",2,0,2,0,10,0,7,22,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"2895",2008,"Somalia",172,8,153,3,436,0,27,564,0,0,53,1,47,20,2,6,10,11,32,77,0,77
"2896",2008,"South Africa",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2897",2008,"Spain",37,0,35,0,3,0,0,59,0,0,25,0,3,0,0,0,1,10,5,32,0,1
"2898",2008,"Sri Lanka",100,3,95,13,353,0,18,1059,0,2,38,0,12,0,7,0,7,4,27,60,0,30
"2899",2008,"Sudan",32,5,30,0,205,1,3,29,0,0,6,0,5,9,0,1,3,1,6,1,0,22
"2900",2008,"Swaziland",3,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
"2901",2008,"Sweden",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2902",2008,"Syria",1,0,1,1,18,0,1,14,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2903",2008,"Taiwan",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2904",2008,"Tanzania",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2905",2008,"Thailand",200,0,193,0,166,0,5,636,1,1,60,0,30,0,3,0,15,16,83,74,7,101
"2906",2008,"Tunisia",2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2907",2008,"Turkey",32,1,30,1,42,0,4,274,0,2,16,0,3,0,0,0,2,4,11,24,0,4
"2908",2008,"Uganda",7,1,7,0,3,0,0,11,0,0,3,0,0,0,0,0,0,1,4,1,0,2
"2909",2008,"Ukraine",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2910",2008,"United Kingdom",39,0,32,0,0,0,0,8,0,0,20,0,2,2,1,0,0,10,12,13,0,2
"2911",2008,"United States",18,0,17,0,2,2,0,13,11,4,14,0,0,0,4,0,1,2,1,2,0,1
"2912",2008,"Venezuela",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2913",2008,"West Bank and Gaza Strip",63,0,58,0,17,0,3,91,0,1,33,0,11,1,1,0,2,5,30,32,0,17
"2914",2008,"Yemen",22,0,22,2,74,1,9,177,0,0,11,0,2,2,2,0,2,1,2,16,0,5
"2915",2008,"Zimbabwe",5,0,5,0,7,0,0,8,0,0,3,0,0,0,0,0,0,0,1,3,0,2
"2916",2009,"Afghanistan",503,48,477,45,1065,9,106,1604,14,10,274,0,101,11,13,9,4,70,188,300,0,126
"2917",2009,"Albania",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"2918",2009,"Algeria",108,4,102,3,204,0,4,211,0,1,24,0,4,0,0,0,39,6,17,79,0,21
"2919",2009,"Angola",1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2920",2009,"Argentina",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"2921",2009,"Armenia",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2922",2009,"Australia",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2923",2009,"Austria",3,0,3,0,1,0,0,9,0,0,1,0,0,0,1,0,0,1,1,0,0,2
"2924",2009,"Azerbaijan",2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1
"2925",2009,"Bangladesh",27,5,24,0,18,0,12,46,0,2,5,0,6,0,0,0,0,1,3,11,0,4
"2926",2009,"Belgium",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2927",2009,"Bolivia",3,0,3,0,0,0,0,7,0,0,2,0,0,0,1,0,0,1,0,3,0,0
"2928",2009,"Bosnia and Herzegovina",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2929",2009,"Cameroon",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2930",2009,"Canada",4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0
"2931",2009,"Central African Republic",5,2,5,0,38,0,5,14,0,4,1,0,0,0,0,0,2,0,2,0,0,4
"2932",2009,"Chad",3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"2933",2009,"Chile",8,0,6,0,0,0,0,1,0,0,4,0,3,0,0,0,0,5,0,7,0,0
"2934",2009,"China",7,0,7,1,186,0,1,56,0,0,3,0,0,0,0,0,1,1,4,2,0,1
"2935",2009,"Colombia",139,7,125,0,107,0,0,226,0,0,76,0,26,0,0,1,0,31,37,70,1,37
"2936",2009,"Congo (Republic of the)",54,17,53,0,824,0,14,155,0,1,34,0,1,0,2,0,0,2,45,0,0,16
"2937",2009,"Croatia",1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2938",2009,"Czech Republic",1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2939",2009,"Ecuador",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2940",2009,"Egypt",2,0,2,0,1,0,0,25,0,0,2,0,0,0,1,0,0,0,1,2,0,0
"2941",2009,"Equatorial Guinea",1,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2942",2009,"Eritrea",1,0,1,0,2,0,0,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2943",2009,"Ethiopia",2,0,2,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"2944",2009,"France",9,0,8,0,0,0,0,11,0,0,6,0,0,0,2,0,0,0,4,4,0,2
"2945",2009,"Georgia",25,1,24,0,5,0,0,21,0,0,21,0,1,2,0,0,0,2,2,21,0,2
"2946",2009,"Germany",4,0,4,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0
"2947",2009,"Greece",115,0,113,0,1,0,0,10,0,0,104,0,30,3,1,0,0,45,10,21,0,6
"2948",2009,"Guinea-Bissau",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2949",2009,"Honduras",8,0,6,0,2,0,0,1,0,0,6,0,4,0,1,0,0,0,1,8,0,0
"2950",2009,"Hungary",1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2951",2009,"India",672,51,627,1,774,0,108,854,0,11,272,4,134,0,2,0,13,47,188,248,6,239
"2952",2009,"Indonesia",19,0,16,2,15,0,2,62,7,0,10,0,3,2,0,0,0,9,3,7,0,11
"2953",2009,"Iran",15,1,14,2,97,0,12,83,0,0,6,0,2,0,5,1,0,1,3,7,0,6
"2954",2009,"Iraq",1137,11,1056,56,2585,1,65,9389,6,0,516,0,177,7,55,2,15,100,529,967,0,149
"2955",2009,"Israel",36,0,35,0,1,0,1,40,0,0,15,0,3,0,0,0,1,1,30,35,0,0
"2956",2009,"Italy",4,0,3,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,4,0,0
"2957",2009,"Japan",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2958",2009,"Kenya",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2959",2009,"Kosovo",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2960",2009,"Lebanon",14,0,13,0,17,0,4,21,0,0,7,0,2,0,0,0,3,2,4,12,0,2
"2961",2009,"Lesotho",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2962",2009,"Macedonia",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2963",2009,"Madagascar",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2964",2009,"Malaysia",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2965",2009,"Mali",6,5,6,0,30,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3
"2966",2009,"Mauritania",5,2,4,1,2,1,1,4,0,0,1,0,0,1,0,0,0,0,1,1,0,3
"2967",2009,"Mexico",1,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"2968",2009,"Moldova",1,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2969",2009,"Myanmar (Burma)",14,1,13,0,46,0,9,15,0,0,6,0,2,0,0,0,2,1,5,12,0,1
"2970",2009,"Nepal",39,2,39,0,20,0,5,135,0,0,17,0,12,0,1,0,0,6,11,22,0,7
"2971",2009,"Netherlands",1,0,0,0,7,0,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2972",2009,"Niger",4,1,4,0,18,0,0,3,0,0,1,1,0,0,0,0,0,0,3,0,0,2
